"Measurement outcome","Frequency"
"0x51035500","1"
"0x51036060","1"
"0x51036102","1"
"0x51036140","1"
"0x51036143","1"
"0x51036541","1"
"0x51036850","1"
"0x51036d41","1"
"0x51038103","1"
"0x5103f042","1"
"0x5163","1"
"0x52000023","1"
"0x52000062","1"
"0x52000101","1"
"0x52000110","2"
"0x52000130","1"
"0x52000140","1"
"0x52000152","1"
"0x52000400","1"
"0x52000502","1"
"0x52000802","2"
"0x52000803","1"
"0x52000820","1"
"0x52000c00","1"
"0x52001013","1"
"0x52001141","1"
"0x52001440","1"
"0x52001451","1"
"0x52001940","1"
"0x52001943","1"
"0x52002053","1"
"0x52002062","1"
"0x52002100","1"
"0x52002861","1"
"0x52003d02","1"
"0x52004013","1"
"0x52004020","1"
"0x52004100","1"
"0x52004122","1"
"0x52004132","1"
"0x52004440","1"
"0x52004840","1"
"0x52004903","1"
"0x52004c40","1"
"0x52004c42","1"
"0x52005022","1"
"0x52005803","1"
"0x52005d12","1"
"0x52006100","1"
"0x52006143","1"
"0x52006513","1"
"0x52006541","1"
"0x52006d02","1"
"0x52007403","1"
"0x52007550","1"
"0x52007900","1"
"0x5200a960","1"
"0x5200c950","1"
"0x52010002","1"
"0x52010003","1"
"0x52010012","1"
"0x52010023","2"
"0x52010112","1"
"0x52010142","1"
"0x52010403","1"
"0x52010461","1"
"0x52010502","1"
"0x52010532","1"
"0x52010540","1"
"0x52010801","1"
"0x52010813","1"
"0x52010843","1"
"0x52011000","1"
"0x52011072","1"
"0x52011101","1"
"0x52011511","1"
"0x52011553","1"
"0x52011930","1"
"0x52011941","1"
"0x52012100","1"
"0x52012102","1"
"0x52012162","1"
"0x52012402","1"
"0x52012422","1"
"0x52012503","1"
"0x52012561","1"
"0x52012912","1"
"0x52012953","1"
"0x52012d42","1"
"0x52013143","1"
"0x52014000","1"
"0x52014012","1"
"0x52014022","1"
"0x52014041","1"
"0x52014043","1"
"0x52014102","1"
"0x52014413","1"
"0x52014422","1"
"0x52014443","1"
"0x52015023","1"
"0x52015111","1"
"0x52015d21","1"
"0x52016102","1"
"0x52016110","1"
"0x52016952","1"
"0x52017122","1"
"0x52017941","1"
"0x52019501","1"
"0x52020003","1"
"0x52020010","1"
"0x52020041","1"
"0x52020050","1"
"0x52020120","1"
"0x52020121","1"
"0x52020153","1"
"0x52020400","1"
"0x52020510","1"
"0x52020542","1"
"0x52020912","1"
"0x52020922","1"
"0x52021000","1"
"0x52021420","1"
"0x52021540","1"
"0x52021c22","1"
"0x52022021","1"
"0x52022060","1"
"0x52022112","1"
"0x52022401","1"
"0x52022513","1"
"0x52022801","1"
"0x52022c13","1"
"0x52022c30","1"
"0x52023042","1"
"0x52024001","1"
"0x52024022","1"
"0x52024100","1"
"0x52024110","1"
"0x52024112","1"
"0x52024131","1"
"0x52024400","1"
"0x52024522","1"
"0x52024850","1"
"0x52025043","1"
"0x52025501","1"
"0x52025c02","1"
"0x52026121","1"
"0x52026163","1"
"0x52026402","1"
"0x52026c21","1"
"0x52026d00","1"
"0x52028101","1"
"0x52028c43","1"
"0x52029443","1"
"0x5202e140","1"
"0x52030000","1"
"0x52030032","1"
"0x52030050","1"
"0x52030100","1"
"0x52030122","1"
"0x52030502","3"
"0x52030941","1"
"0x52031143","1"
"0x52031421","1"
"0x52031910","1"
"0x52031930","1"
"0x52031c20","1"
"0x52032042","1"
"0x52032103","1"
"0x52032443","1"
"0x52032542","1"
"0x52032840","1"
"0x52032850","1"
"0x52033402","1"
"0x52034003","1"
"0x52034052","1"
"0x52034142","1"
"0x52034143","1"
"0x52034172","1"
"0x52034d20","1"
"0x52035003","1"
"0x52035040","1"
"0x52036010","1"
"0x52036012","1"
"0x52037112","1"
"0x52037521","1"
"0x53000002","1"
"0x53000102","1"
"0x53000142","2"
"0x53000402","2"
"0x53000540","1"
"0x53000823","1"
"0x53000920","1"
"0x53000d03","1"
"0x53001000","1"
"0x53001002","1"
"0x53001003","1"
"0x53001040","1"
"0x53001063","1"
"0x53001113","1"
"0x53001903","1"
"0x53001d03","1"
"0x53001d11","1"
"0x53002112","1"
"0x53002163","1"
"0x53002543","1"
"0x53002820","1"
"0x53002833","1"
"0x53002903","1"
"0x53002c73","1"
"0x53003501","1"
"0x53003903","2"
"0x53004000","1"
"0x53004033","1"
"0x53004801","1"
"0x53004902","1"
"0x53004913","1"
"0x53004c60","1"
"0x53004d02","1"
"0x53005163","1"
"0x53006903","1"
"0x53008863","1"
"0x53010000","1"
"0x53010040","1"
"0x53010052","1"
"0x53010102","1"
"0x53010111","1"
"0x53010142","1"
"0x53010143","1"
"0x53010842","1"
"0x53010903","1"
"0x53010c00","1"
"0x53010d03","1"
"0x53010d13","1"
"0x53011001","1"
"0x53011021","1"
"0x53011112","1"
"0x53011120","1"
"0x53011440","1"
"0x53012162","1"
"0x53012430","1"
"0x53013013","1"
"0x53014002","1"
"0x53014003","1"
"0x53014100","1"
"0x53014102","1"
"0x53014121","1"
"0x53014421","1"
"0x53014533","1"
"0x53014572","1"
"0x53014820","1"
"0x53014843","1"
"0x53015860","1"
"0x53015942","1"
"0x53015d40","1"
"0x53016043","1"
"0x53017440","1"
"0x5301a852","1"
"0x53020002","1"
"0x53020031","1"
"0x53020042","1"
"0x53020111","1"
"0x53020112","1"
"0x53020113","1"
"0x53020151","1"
"0x53020402","1"
"0x53020803","1"
"0x53020c03","1"
"0x53020d10","1"
"0x53020d71","1"
"0x53021013","1"
"0x53021032","1"
"0x53021101","1"
"0x53021152","1"
"0x53021473","1"
"0x53022002","1"
"0x53022051","1"
"0x53022102","1"
"0x53022143","1"
"0x53022512","1"
"0x53022550","1"
"0x53022802","1"
"0x53022902","1"
"0x53022c33","1"
"0x53023113","1"
"0x53023930","1"
"0x53023941","1"
"0x53024000","1"
"0x53024013","2"
"0x53024100","1"
"0x53024110","1"
"0x53024120","1"
"0x53024450","1"
"0x53024953","1"
"0x53024d20","1"
"0x53025033","1"
"0x53025402","1"
"0x53025523","1"
"0x53025542","1"
"0x53026102","1"
"0x53026413","1"
"0x53028063","1"
"0x53028101","1"
"0x53029901","1"
"0x53030000","1"
"0x53030052","1"
"0x53030101","1"
"0x53030140","1"
"0x53030403","1"
"0x53030440","1"
"0x53030812","1"
"0x53030912","1"
"0x53030940","1"
"0x53030d23","1"
"0x53031053","1"
"0x53031170","1"
"0x53031940","1"
"0x53032100","2"
"0x53032132","1"
"0x53032c23","2"
"0x53033102","1"
"0x53033122","1"
"0x53033141","1"
"0x53033142","1"
"0x53033903","1"
"0x53034002","1"
"0x53034153","1"
"0x53034501","1"
"0x53034502","1"
"0x53034850","1"
"0x53034d02","1"
"0x53035432","1"
"0x53035810","1"
"0x53035860","1"
"0x53036102","1"
"0x53036840","1"
"0x53036900","1"
"0x53036912","1"
"0x53037003","1"
"0x5303c000","1"
"0x5303c121","1"
"0x5303c851","1"
"0x5303d150","1"
"0x5501","1"
"0x5853","1"
"0x60000000","1"
"0x60000001","1"
"0x60000002","1"
"0x60000041","1"
"0x60000152","1"
"0x60000400","1"
"0x60000500","1"
"0x60000821","1"
"0x60000950","1"
"0x60001101","1"
"0x60001400","1"
"0x60001c12","1"
"0x60001c40","1"
"0x60002110","1"
"0x60002113","1"
"0x60002863","1"
"0x60002943","1"
"0x60003501","1"
"0x60003c72","1"
"0x60004000","1"
"0x60004021","1"
"0x60004052","1"
"0x60004151","1"
"0x60004460","1"
"0x60004902","1"
"0x60005510","1"
"0x60006113","1"
"0x60006121","1"
"0x60006802","1"
"0x60006911","1"
"0x60007822","1"
"0x60008023","1"
"0x6000a001","1"
"0x60010040","1"
"0x60010121","1"
"0x60010132","1"
"0x60010152","1"
"0x60010440","1"
"0x60010503","1"
"0x60010803","1"
"0x60010812","1"
"0x60010852","1"
"0x60010870","1"
"0x60010d03","1"
"0x60012001","1"
"0x60012023","1"
"0x60012043","1"
"0x60012103","1"
"0x60012132","1"
"0x60012140","1"
"0x60012452","1"
"0x60012541","1"
"0x60012813","1"
"0x60012821","1"
"0x60012c03","1"
"0x60014041","1"
"0x60014043","1"
"0x60014101","1"
"0x60014102","1"
"0x60014103","1"
"0x60014140","1"
"0x60014153","1"
"0x60015c02","1"
"0x60016013","1"
"0x60016150","1"
"0x60016403","1"
"0x60016501","1"
"0x60016503","1"
"0x60016901","1"
"0x60016c00","1"
"0x60018150","1"
"0x6001cd40","1"
"0x60020033","1"
"0x60020040","1"
"0x60020063","1"
"0x60020103","1"
"0x60020110","1"
"0x60020841","1"
"0x60020942","1"
"0x60021002","1"
"0x60021103","1"
"0x60021902","1"
"0x60022112","1"
"0x60022141","1"
"0x60022413","1"
"0x60022451","1"
"0x60022d41","1"
"0x60023122","1"
"0x60024023","1"
"0x60024100","1"
"0x60024103","1"
"0x60024841","1"
"0x60024d41","1"
"0x60025873","1"
"0x60025c13","1"
"0x60026062","1"
"0x60026410","1"
"0x60026930","1"
"0x6002a110","1"
"0x6003","1"
"0x60030010","1"
"0x60030013","1"
"0x60030020","1"
"0x60030102","2"
"0x60030103","1"
"0x60030133","1"
"0x60030401","1"
"0x60030510","1"
"0x60030543","1"
"0x60030d53","1"
"0x60031443","1"
"0x60031502","1"
"0x60031522","1"
"0x60031920","1"
"0x60031923","1"
"0x60031930","1"
"0x60032943","1"
"0x60033002","1"
"0x60033013","1"
"0x60033103","1"
"0x60034003","1"
"0x60034020","1"
"0x60034023","1"
"0x60034102","1"
"0x60034173","1"
"0x60034402","1"
"0x60034423","1"
"0x60034503","1"
"0x60034932","1"
"0x60035001","1"
"0x60035061","1"
"0x60035161","1"
"0x60036811","1"
"0x60036923","1"
"0x60037562","1"
"0x6003b003","1"
"0x61000002","1"
"0x61000020","1"
"0x61000040","1"
"0x61000142","1"
"0x61000443","1"
"0x61000811","1"
"0x61000812","1"
"0x61000840","1"
"0x61000861","1"
"0x61000970","1"
"0x61001140","1"
"0x61001400","1"
"0x61001402","1"
"0x61001513","1"
"0x61001910","1"
"0x61001940","1"
"0x61002102","1"
"0x61002141","1"
"0x61002443","1"
"0x61002802","1"
"0x61002803","1"
"0x61002830","1"
"0x61002901","2"
"0x61002c00","1"
"0x61003000","1"
"0x61003811","1"
"0x61004000","1"
"0x61004001","1"
"0x61004003","1"
"0x61004100","1"
"0x61004140","1"
"0x61004442","1"
"0x61004553","1"
"0x61004800","1"
"0x61004d62","1"
"0x61005c70","1"
"0x61006143","1"
"0x61006170","1"
"0x61007022","1"
"0x61008001","1"
"0x6100c000","1"
"0x61010041","1"
"0x61010131","1"
"0x61010423","1"
"0x61010820","1"
"0x61010942","1"
"0x61010d02","1"
"0x61011410","1"
"0x61011510","1"
"0x61011943","1"
"0x61012012","1"
"0x61012060","1"
"0x61012103","1"
"0x61012802","1"
"0x61012d21","1"
"0x61013433","1"
"0x61013853","1"
"0x61014042","2"
"0x61014100","1"
"0x61014160","1"
"0x61014863","1"
"0x61014913","1"
"0x61014d10","1"
"0x61016023","1"
"0x61016123","1"
"0x61017042","1"
"0x61017103","1"
"0x61017500","1"
"0x61019113","1"
"0x6101c810","1"
"0x61020020","1"
"0x61020040","1"
"0x61020052","1"
"0x61020123","1"
"0x61020163","1"
"0x61020411","1"
"0x61020461","1"
"0x61020822","1"
"0x61020920","1"
"0x61020923","1"
"0x61020d22","1"
"0x61020d30","1"
"0x61021020","1"
"0x61021422","1"
"0x61021452","1"
"0x61021520","1"
"0x61021c11","1"
"0x61022101","1"
"0x61022122","1"
"0x61022123","1"
"0x61022151","1"
"0x61023103","1"
"0x61024030","1"
"0x61024042","1"
"0x61024052","1"
"0x61024061","1"
"0x61024112","1"
"0x61024171","1"
"0x61024500","1"
"0x61024503","1"
"0x61024510","1"
"0x61024522","1"
"0x61025051","1"
"0x61025100","1"
"0x61026103","1"
"0x61026420","1"
"0x61026840","1"
"0x61026c30","1"
"0x61030001","1"
"0x61030003","1"
"0x61030102","2"
"0x61030400","1"
"0x61030800","1"
"0x61030803","1"
"0x61030c32","1"
"0x61031053","1"
"0x61031161","1"
"0x61031503","2"
"0x61031530","1"
"0x61032003","1"
"0x61032132","1"
"0x61032423","1"
"0x61032902","1"
"0x61033003","1"
"0x61033021","1"
"0x61034011","1"
"0x61034022","1"
"0x61034140","1"
"0x61034170","1"
"0x61034900","1"
"0x61034923","1"
"0x61035042","1"
"0x61035151","1"
"0x61035503","1"
"0x61036011","1"
"0x61036050","1"
"0x61036113","1"
"0x61036122","1"
"0x61036463","1"
"0x61037101","1"
"0x61037903","1"
"0x61039912","1"
"0x6103b410","1"
"0x6112","1"
"0x62000000","1"
"0x62000062","1"
"0x62000140","1"
"0x62000141","1"
"0x62000151","1"
"0x62000410","1"
"0x62000512","1"
"0x62000540","1"
"0x62000803","1"
"0x62000831","1"
"0x62000923","1"
"0x62000953","1"
"0x62000c02","1"
"0x62000c13","1"
"0x62001021","1"
"0x62001062","1"
"0x62001103","1"
"0x62001113","2"
"0x62001801","1"
"0x62001803","1"
"0x62001900","1"
"0x62001c43","1"
"0x62002000","1"
"0x62002002","1"
"0x62002003","1"
"0x62002013","2"
"0x62002122","1"
"0x62002173","1"
"0x62002900","1"
"0x62002913","1"
"0x62002922","1"
"0x62003142","1"
"0x62003502","1"
"0x62004001","1"
"0x62004010","1"
"0x62004502","2"
"0x62004901","1"
"0x62004c51","1"
"0x62005151","1"
"0x62005153","1"
"0x62005413","1"
"0x62005532","1"
"0x62005832","1"
"0x62005912","1"
"0x62006820","1"
"0x62006c21","1"
"0x62006c43","1"
"0x62007113","1"
"0x62008020","1"
"0x62008100","1"
"0x62008930","1"
"0x62009401","1"
"0x62010020","1"
"0x62010021","1"
"0x62010060","1"
"0x62010103","1"
"0x62010112","1"
"0x62010150","1"
"0x62010152","1"
"0x62010430","1"
"0x62010511","1"
"0x62010803","1"
"0x62010900","2"
"0x62010910","1"
"0x62010912","1"
"0x62011100","1"
"0x62011111","2"
"0x62011550","1"
"0x62011900","1"
"0x62011933","1"
"0x62012011","1"
"0x62012152","1"
"0x62012441","1"
"0x62012460","1"
"0x62012913","2"
"0x62012972","1"
"0x62013000","1"
"0x62013100","1"
"0x62013140","1"
"0x62013410","1"
"0x62014002","1"
"0x62014003","1"
"0x62014021","2"
"0x62014071","1"
"0x62014102","1"
"0x62014110","1"
"0x62014161","1"
"0x62014442","1"
"0x62014500","1"
"0x62014800","1"
"0x62014c32","1"
"0x62016060","1"
"0x62016063","1"
"0x62016933","1"
"0x62016c02","1"
"0x62016d31","1"
"0x62018012","1"
"0x62019d32","1"
"0x62020111","1"
"0x62020112","1"
"0x62020113","1"
"0x62020121","1"
"0x62020140","1"
"0x62020413","1"
"0x62020422","1"
"0x62020822","1"
"0x62020901","1"
"0x62020922","1"
"0x62020c20","1"
"0x62021912","1"
"0x62022031","1"
"0x62022572","1"
"0x62022942","1"
"0x62022d30","1"
"0x62022d72","1"
"0x62023060","1"
"0x62023412","1"
"0x62023922","1"
"0x62024001","1"
"0x62024020","1"
"0x62024053","1"
"0x62024113","1"
"0x62024122","1"
"0x62024132","1"
"0x62024442","1"
"0x62025952","1"
"0x62025d02","1"
"0x62026800","1"
"0x62026843","1"
"0x62027040","1"
"0x62027050","1"
"0x62027913","1"
"0x62027951","1"
"0x62028123","1"
"0x62028942","1"
"0x62029042","1"
"0x6202a111","1"
"0x6202d101","1"
"0x6202e902","1"
"0x62030040","1"
"0x62030043","1"
"0x62030052","1"
"0x62030070","1"
"0x62030072","1"
"0x62030101","1"
"0x62030111","1"
"0x62030172","1"
"0x62030530","1"
"0x62030811","1"
"0x62030902","1"
"0x62030942","1"
"0x62031053","1"
"0x62032110","1"
"0x62032112","1"
"0x62032501","1"
"0x62032512","1"
"0x62032953","1"
"0x62032c01","1"
"0x62033003","1"
"0x62033122","1"
"0x62033423","1"
"0x62033562","1"
"0x62033802","1"
"0x62033910","1"
"0x62033c63","1"
"0x62034050","1"
"0x62034141","1"
"0x62034163","1"
"0x62034840","1"
"0x62035062","1"
"0x62035942","1"
"0x62036001","1"
"0x62036003","1"
"0x62036030","1"
"0x62036100","1"
"0x62036810","1"
"0x62036933","1"
"0x62037010","1"
"0x6203c112","1"
"0x6203d041","1"
"0x63000042","1"
"0x63000052","1"
"0x63000112","1"
"0x63000141","1"
"0x63000503","1"
"0x63000800","1"
"0x63000852","1"
"0x63000853","1"
"0x63000860","1"
"0x63000901","1"
"0x63000902","1"
"0x63000941","1"
"0x63000c13","1"
"0x63000c42","1"
"0x63000d12","1"
"0x63000d60","1"
"0x63001002","1"
"0x63001103","1"
"0x63001453","1"
"0x63001501","1"
"0x63001800","1"
"0x63002103","1"
"0x63002412","1"
"0x63003002","1"
"0x63003152","1"
"0x63003800","1"
"0x63003913","1"
"0x63003c42","1"
"0x63004013","1"
"0x63004100","1"
"0x63004102","1"
"0x63004110","1"
"0x63004152","1"
"0x63004162","1"
"0x63004570","1"
"0x63004903","1"
"0x63004950","1"
"0x63005113","1"
"0x63005810","1"
"0x63005901","1"
"0x63005d31","1"
"0x63006401","1"
"0x63006530","1"
"0x63006551","1"
"0x63008002","1"
"0x6300c151","1"
"0x6300e942","1"
"0x63010000","1"
"0x63010032","1"
"0x63010043","1"
"0x63010052","1"
"0x63010103","1"
"0x63010113","1"
"0x63010121","1"
"0x63010122","1"
"0x63010140","1"
"0x63010141","1"
"0x63010413","1"
"0x63010440","1"
"0x63010441","1"
"0x63010801","1"
"0x63010803","1"
"0x63010831","1"
"0x63010932","1"
"0x63010942","1"
"0x63011900","1"
"0x63012102","1"
"0x63012151","1"
"0x63012160","1"
"0x63012421","1"
"0x63012813","1"
"0x63012900","1"
"0x63012c02","1"
"0x63012c53","1"
"0x63012c63","1"
"0x63013941","1"
"0x63014023","2"
"0x63014032","1"
"0x63014042","1"
"0x63014102","1"
"0x63014110","1"
"0x63014131","1"
"0x63014143","1"
"0x63014803","1"
"0x63014900","1"
"0x63015041","1"
"0x63015111","1"
"0x63015820","1"
"0x63015923","1"
"0x63015c53","1"
"0x63016103","2"
"0x63016150","1"
"0x63016910","1"
"0x63016922","1"
"0x63016d60","1"
"0x63018401","1"
"0x6301a102","1"
"0x6301c803","1"
"0x63020100","1"
"0x63020101","1"
"0x63020123","1"
"0x63020132","1"
"0x63020463","1"
"0x63020512","1"
"0x63020541","1"
"0x63020810","1"
"0x63020852","1"
"0x63020870","1"
"0x63020943","1"
"0x63021001","1"
"0x63021553","1"
"0x63021802","1"
"0x63022013","1"
"0x63022022","1"
"0x63022100","1"
"0x63022403","1"
"0x63022442","1"
"0x63022801","1"
"0x63022830","1"
"0x63022902","1"
"0x63023002","1"
"0x63023100","1"
"0x63023803","1"
"0x63023d22","1"
"0x63024001","1"
"0x63024023","1"
"0x63024101","1"
"0x63024142","1"
"0x63024143","1"
"0x63024402","1"
"0x63024531","1"
"0x63024803","1"
"0x63024913","1"
"0x63025021","1"
"0x63025101","1"
"0x63025413","1"
"0x63026032","1"
"0x63026441","1"
"0x63026822","1"
"0x63026933","1"
"0x63026c12","1"
"0x63027010","1"
"0x63029542","1"
"0x63029832","1"
"0x63030000","2"
"0x63030001","1"
"0x63030032","1"
"0x63030042","2"
"0x63030100","1"
"0x63030101","1"
"0x63030110","2"
"0x63030111","3"
"0x63030412","1"
"0x63030512","1"
"0x63030812","1"
"0x63030d43","1"
"0x63031173","1"
"0x63031821","1"
"0x63032042","1"
"0x63032103","1"
"0x63032112","1"
"0x63032432","1"
"0x63032d03","1"
"0x63033400","1"
"0x63034061","1"
"0x63034123","1"
"0x63034162","1"
"0x63034502","1"
"0x63034922","1"
"0x63034c10","1"
"0x63034c41","1"
"0x63035500","1"
"0x63035840","1"
"0x63036113","1"
"0x63036173","1"
"0x63036840","1"
"0x63037010","1"
"0x63037021","1"
"0x63037802","1"
"0x63038103","1"
"0x6303d801","1"
"0x70000051","1"
"0x70000101","1"
"0x70000102","1"
"0x70000123","1"
"0x70000132","1"
"0x70000160","1"
"0x70000550","1"
"0x70000842","1"
"0x70000872","1"
"0x70000910","1"
"0x70000950","1"
"0x70000c03","1"
"0x70000c41","1"
"0x70000d13","1"
"0x70001132","1"
"0x70001141","1"
"0x70001160","1"
"0x70001411","1"
"0x70001512","1"
"0x70001840","1"
"0x70002002","1"
"0x70002011","1"
"0x70002020","1"
"0x70002030","1"
"0x70002043","1"
"0x70002073","1"
"0x70002823","1"
"0x70003100","1"
"0x70003450","1"
"0x70003863","1"
"0x70003970","1"
"0x70004002","1"
"0x70004013","1"
"0x70004131","1"
"0x70004471","1"
"0x70004562","1"
"0x70004831","1"
"0x70004842","1"
"0x70004963","1"
"0x70004c62","1"
"0x70005003","1"
"0x70006003","1"
"0x70006552","1"
"0x70006921","1"
"0x70006d01","1"
"0x70007011","1"
"0x7000c911","1"
"0x70010003","1"
"0x70010011","1"
"0x70010021","1"
"0x70010022","2"
"0x70010101","1"
"0x70010103","1"
"0x70010542","1"
"0x70010801","1"
"0x70010911","1"
"0x70010950","1"
"0x70010c00","1"
"0x70010c61","1"
"0x70010d73","1"
"0x70011111","1"
"0x70011113","1"
"0x70011120","1"
"0x70011141","1"
"0x70011841","1"
"0x70012161","1"
"0x70012460","1"
"0x70012902","1"
"0x70013102","1"
"0x70013413","1"
"0x70014013","1"
"0x70014102","1"
"0x70014120","1"
"0x70014910","1"
"0x70015011","1"
"0x70015122","1"
"0x70016002","1"
"0x70016852","1"
"0x70017150","1"
"0x70017540","1"
"0x70020000","2"
"0x70020023","1"
"0x70020031","1"
"0x70020043","1"
"0x70020062","1"
"0x70020142","1"
"0x70020163","1"
"0x70020171","1"
"0x70020410","1"
"0x70020540","1"
"0x70020541","1"
"0x70020842","1"
"0x70020910","1"
"0x70020c11","1"
"0x70021163","1"
"0x70021172","1"
"0x70021562","1"
"0x70021800","1"
"0x70021c23","1"
"0x70021d03","1"
"0x70022001","1"
"0x70022013","1"
"0x70022072","1"
"0x70022100","1"
"0x70022120","1"
"0x70022122","1"
"0x70022c10","1"
"0x70023002","1"
"0x70024000","1"
"0x70024142","1"
"0x70024951","1"
"0x70024d31","1"
"0x70025063","1"
"0x70025100","1"
"0x70025d31","1"
"0x70026141","1"
"0x70026501","1"
"0x70026943","1"
"0x70026c03","1"
"0x70026c31","1"
"0x70026d50","1"
"0x70027001","1"
"0x7002a002","1"
"0x7002e912","1"
"0x70030000","1"
"0x70030001","2"
"0x70030110","1"
"0x70030112","1"
"0x70030500","1"
"0x70030502","1"
"0x70030542","1"
"0x70030872","1"
"0x70030922","1"
"0x70030931","1"
"0x70030933","1"
"0x70031020","1"
"0x70031550","1"
"0x70032112","1"
"0x70032451","1"
"0x70032840","1"
"0x70032910","1"
"0x70032970","1"
"0x70032d60","1"
"0x70033840","1"
"0x70034140","1"
"0x70034412","1"
"0x70034502","1"
"0x70034562","1"
"0x70034903","1"
"0x70035101","1"
"0x70035c02","1"
"0x70036912","1"
"0x70037103","1"
"0x7003a051","1"
"0x7003a161","1"
"0x7003a441","1"
"0x71000001","1"
"0x71000002","1"
"0x71000102","1"
"0x71000112","1"
"0x71000162","1"
"0x71000400","1"
"0x71000520","1"
"0x71000861","1"
"0x71000930","1"
"0x71000941","1"
"0x71000c03","1"
"0x71001100","1"
"0x71001111","1"
"0x71001112","1"
"0x71001962","1"
"0x71002000","1"
"0x71002021","1"
"0x71002112","1"
"0x71002142","1"
"0x71002401","1"
"0x71002420","1"
"0x71003002","1"
"0x71003012","1"
"0x71003113","1"
"0x71003173","1"
"0x71003470","1"
"0x71003833","1"
"0x71004012","1"
"0x71004030","1"
"0x71004113","1"
"0x71004402","1"
"0x71004553","1"
"0x71004802","1"
"0x71004842","1"
"0x71004843","1"
"0x71004850","1"
"0x71004941","1"
"0x71004c02","1"
"0x71004d42","1"
"0x71005103","1"
"0x71005163","1"
"0x71005901","1"
"0x71006041","1"
"0x71006462","1"
"0x71006d33","1"
"0x71007000","1"
"0x71008000","1"
"0x71008500","1"
"0x7100c041","1"
"0x71010002","1"
"0x71010023","1"
"0x71010141","1"
"0x71010400","1"
"0x71010433","1"
"0x71010540","1"
"0x71010802","1"
"0x71010803","1"
"0x71010911","1"
"0x71010c01","1"
"0x71011423","1"
"0x71011802","1"
"0x71011943","1"
"0x71012013","2"
"0x71012541","1"
"0x71012940","1"
"0x71013000","1"
"0x71013911","1"
"0x71014041","1"
"0x71014113","1"
"0x71014122","1"
"0x71014401","1"
"0x71014803","1"
"0x71014813","1"
"0x71014902","1"
"0x71014c01","1"
"0x71015510","1"
"0x71015523","1"
"0x71016842","1"
"0x71018001","1"
"0x7101c002","1"
"0x7101d003","1"
"0x71020100","1"
"0x71020133","1"
"0x71020163","1"
"0x71020510","1"
"0x71020571","1"
"0x71020913","1"
"0x71020c60","1"
"0x71021010","1"
"0x71021103","1"
"0x71021410","1"
"0x71021800","1"
"0x71021900","1"
"0x71021d02","1"
"0x71022001","1"
"0x71022002","1"
"0x71022013","1"
"0x71022040","1"
"0x71022141","1"
"0x71022541","1"
"0x71022801","1"
"0x71022913","1"
"0x71022932","1"
"0x71023140","1"
"0x71023172","1"
"0x71024002","1"
"0x71024012","1"
"0x71024022","1"
"0x71024040","1"
"0x71024101","1"
"0x71024502","1"
"0x71024542","1"
"0x71024922","1"
"0x71024943","1"
"0x71024c60","1"
"0x71025d01","1"
"0x71026002","1"
"0x71026400","1"
"0x71026472","1"
"0x71026810","1"
"0x71027000","1"
"0x71029811","1"
"0x71030002","1"
"0x71030032","1"
"0x71030043","1"
"0x71030053","1"
"0x71030120","1"
"0x71030122","1"
"0x71030132","1"
"0x71030571","1"
"0x71030c12","1"
"0x71031003","2"
"0x71031010","1"
"0x71031103","1"
"0x71031122","1"
"0x71032002","1"
"0x71032102","1"
"0x71032932","1"
"0x71033003","1"
"0x71033801","1"
"0x71034000","1"
"0x71034041","1"
"0x71034050","1"
"0x71034130","1"
"0x71034153","1"
"0x71034502","1"
"0x71034520","1"
"0x71034813","1"
"0x71034933","1"
"0x71035013","1"
"0x71036103","1"
"0x71036120","1"
"0x71036172","1"
"0x71036412","1"
"0x71036430","1"
"0x71036451","1"
"0x71036960","1"
"0x72000002","1"
"0x72000003","1"
"0x72000011","1"
"0x72000062","1"
"0x72000101","1"
"0x72000412","1"
"0x72000501","1"
"0x72000552","1"
"0x72001043","1"
"0x72001100","1"
"0x72001513","1"
"0x72001831","1"
"0x72001851","1"
"0x72001910","1"
"0x72002001","1"
"0x72002003","2"
"0x72002010","1"
"0x72002103","1"
"0x72002400","1"
"0x72002410","1"
"0x72002503","1"
"0x72002842","1"
"0x72002902","1"
"0x72002942","1"
"0x72003001","1"
"0x72003441","1"
"0x72003c02","1"
"0x72003d00","1"
"0x72004043","1"
"0x72004112","1"
"0x72004123","1"
"0x72004402","1"
"0x72004403","1"
"0x72004d22","1"
"0x72005402","1"
"0x72005440","1"
"0x72005502","1"
"0x72005910","1"
"0x72005942","1"
"0x72006022","1"
"0x72006030","1"
"0x72006102","1"
"0x72006502","1"
"0x72006870","1"
"0x72007013","1"
"0x72008030","1"
"0x72008041","1"
"0x72008052","1"
"0x7200d560","1"
"0x72010002","2"
"0x72010023","1"
"0x72010053","1"
"0x72010062","1"
"0x72010151","1"
"0x72010422","1"
"0x72010453","1"
"0x72010460","1"
"0x72010502","2"
"0x72010540","1"
"0x72010903","1"
"0x72010940","1"
"0x72010d42","1"
"0x72011030","1"
"0x72011043","1"
"0x72011103","1"
"0x72012042","1"
"0x72012102","1"
"0x72012132","1"
"0x72013d12","1"
"0x72014022","1"
"0x72014101","1"
"0x72014151","1"
"0x72014423","1"
"0x72014430","1"
"0x72014543","1"
"0x72014570","1"
"0x72014870","1"
"0x72015103","1"
"0x72015141","1"
"0x72016002","1"
"0x72016141","1"
"0x72016502","1"
"0x72016801","1"
"0x72016802","1"
